"workerId","batch","condition","baseline","award_value","exchange","start_gain_frame","total_bonus","duration","numeracy","gender","age","education","chart_use","accountValue","groundTruth","intervene","outcome","pAwardCurrent","pAwardNew","pAwardWith","pAwardWithout","pSup","payoff","respTime","startTime","trial","trialDur","trialIdx"
"488671fd",6,"HOPs",0.5,2.25,0.5,"True",0,760.699000120163,11,"M","25-34","High school diploma or GED","Weekly",64.5,0.9,1,"True",NA,NA,0.9650368,0.5,90,1.25,1565732896.527,1565732884.665,"5",11.8619999885559,"23"
"488671fd",6,"HOPs",0.5,2.25,0.5,"True",0,760.699000120163,11,"M","25-34","High school diploma or GED","Weekly",65.75,0.975,1,"True",NA,NA,0.9972127,0.5,100,1.25,1565732911.403,1565732902.387,"6",9.01600003242493,"27"
"488671fd",6,"HOPs",0.5,2.25,0.5,"True",0,760.699000120163,11,"M","25-34","High school diploma or GED","Weekly",67,0.8,1,"True",NA,NA,0.8830224,0.5,87,1.25,1565732929.852,1565732917.075,"7",12.7769999504089,"18"
"488671fd",6,"HOPs",0.5,2.25,0.5,"True",0,760.699000120163,11,"M","25-34","High school diploma or GED","Weekly",67,0.724,0,"False",NA,NA,0.7997914,0.5,50,0,1565732950.694,1565732941.039,"8",9.65499997138977,"16"
"488671fd",6,"HOPs",0.5,2.25,0.5,"True",0,760.699000120163,11,"M","25-34","High school diploma or GED","Weekly",66,0.641,1,"False",NA,NA,0.6948449,0.5,60,-1,1565732969.673,1565732956.744,"9",12.9290001392365,"15"
"488671fd",6,"HOPs",0.5,2.25,0.5,"True",0,760.699000120163,11,"M","25-34","High school diploma or GED","Weekly",67.25,0.925,1,"True",NA,NA,0.9789172,0.5,70,1.25,1565732991.962,1565732979.929,"10",12.0329999923706,"24"
"488671fd",6,"HOPs",0.5,2.25,0.5,"True",0,760.699000120163,11,"M","25-34","High school diploma or GED","Weekly",69.5,0.893,0,"True",NA,NA,0.960525,0.5,60,2.25,1565733008.681,1565732996.679,"11",12.0020000934601,"22"
"488671fd",6,"HOPs",0.5,2.25,0.5,"True",0,760.699000120163,11,"M","25-34","High school diploma or GED","Weekly",71.75,0.84,0,"True",NA,NA,0.9200053,0.5,50,2.25,1565733026.572,1565733013.585,"12",12.9869999885559,"19"
"488671fd",6,"HOPs",0.5,2.25,0.5,"True",0,760.699000120163,11,"M","25-34","High school diploma or GED","Weekly",74,0.794,0,"True",NA,NA,0.8771014,0.5,60,2.25,1565733054.593,1565733042.867,"13",11.7259998321533,"17"
"488671fd",6,"HOPs",0.5,2.25,0.5,"True",0,760.699000120163,11,"M","25-34","High school diploma or GED","Weekly",75.25,0.873,1,"True",NA,NA,0.9465786,0.5,80,1.25,1565733071.561,1565733061.804,"14",9.757000207901,"21"
"488671fd",6,"HOPs",0.5,2.25,0.5,"True",0,760.699000120163,11,"M","25-34","High school diploma or GED","Weekly",74.25,0.1,1,"True",NA,NA,0.9650368,0.5,60,-1,1565733131.509,1565733116.847,"15",14.6620001792908,"4"
"488671fd",6,"HOPs",0.5,2.25,0.5,"True",0,760.699000120163,11,"M","25-34","High school diploma or GED","Weekly",73.25,0.025,1,"True",NA,NA,0.9972127,0.5,90,-1,1565733151.278,1565733136.778,"16",14.5,"0"
"488671fd",6,"HOPs",0.5,2.25,0.5,"True",0,760.699000120163,11,"M","25-34","High school diploma or GED","Weekly",72.25,0.036,1,"True",NA,NA,0.9944311,0.5,80,-1,1565733169.218,1565733155.951,"17",13.2669999599457,"1"
"488671fd",6,"HOPs",0.5,2.25,0.5,"True",0,760.699000120163,11,"M","25-34","High school diploma or GED","Weekly",70,0.16,0,"False",NA,NA,0.9200053,0.5,60,-2.25,1565733189.013,1565733174.037,"18",14.9760000705719,"8"
"488671fd",6,"HOPs",0.5,2.25,0.5,"True",0,760.699000120163,11,"M","25-34","High school diploma or GED","Weekly",69,0.075,1,"True",NA,NA,0.9789172,0.5,70,-1,1565733220.439,1565733198.132,"19",22.3069999217987,"3"
"488671fd",6,"HOPs",0.5,2.25,0.5,"True",0,760.699000120163,11,"M","25-34","High school diploma or GED","Weekly",68,0.15,1,"True",NA,NA,0.9287213,0.5,70,-1,1565733235.68,1565733226.04,"20",9.64000010490417,"7"
"488671fd",6,"HOPs",0.5,2.25,0.5,"True",0,760.699000120163,11,"M","25-34","High school diploma or GED","Weekly",67,0.2,1,"True",NA,NA,0.8830224,0.5,60,-1,1565733256.054,1565733242.597,"21",13.4570000171661,"9"
"488671fd",6,"HOPs",0.5,2.25,0.5,"True",0,760.699000120163,11,"M","25-34","High school diploma or GED","Weekly",66,0.053,1,"True",NA,NA,0.9890494,0.5,80,-1,1565733277.188,1565733261.178,"22",16.0099999904633,"2"
"488671fd",6,"HOPs",0.5,2.25,0.5,"True",0,760.699000120163,11,"M","25-34","High school diploma or GED","Weekly",65,0.206,1,"True",NA,NA,0.8771014,0.5,50,-1,1565733291.338,1565733281.458,"23",9.88000011444092,"10"
"488671fd",6,"HOPs",0.5,2.25,0.5,"True",0,760.699000120163,11,"M","25-34","High school diploma or GED","Weekly",64,0.107,1,"True",NA,NA,0.960525,0.5,90,-1,1565733307.971,1565733296.549,"24",11.4219999313354,"5"
"488671fd",6,"HOPs",0.5,2.25,0.5,"True",0,760.699000120163,11,"M","25-34","High school diploma or GED","Weekly",61.75,0.359,0,"False",NA,NA,0.6948449,0.5,60,-2.25,1565733333.733,1565733313.012,"25",20.720999956131,"12"
"488671fd",6,"HOPs",0.5,2.25,0.5,"True",0,760.699000120163,11,"M","25-34","High school diploma or GED","Weekly",58.5,0.276,1,"False",NA,NA,0.7997914,0.5,50,-3.25,1565733350.715,1565733340.328,"26",10.3869998455048,"11"
"488671fd",6,"HOPs",0.5,2.25,0.5,"True",0,760.699000120163,11,"M","25-34","High school diploma or GED","Weekly",57.5,0.127,1,"True",NA,NA,0.9465786,0.5,80,-1,1565733368.149,1565733359.943,"27",8.20599985122681,"6"
"488671fd",6,"HOPs",0.5,2.25,0.5,"True",0,760.699000120163,11,"M","25-34","High school diploma or GED","Weekly",54.25,0.452,1,"False",NA,NA,0.5677969,0.5,60,-3.25,1565733379.227,1565733372.843,"28",6.3840000629425,"13"
"488671fd",6,"HOPs",0.5,2.25,0.5,"True",0,760.699000120163,11,"M","25-34","High school diploma or GED","Weekly",59.5,0.50001,0,"False",0.5,0.5,NA,NA,60,0,1565732754.985,1565732740.267,"mock",14.7179999351501,"mock"
"488671fd",6,"HOPs",0.5,2.25,0.5,"True",0,760.699000120163,11,"M","25-34","High school diploma or GED","Weekly",60.75,0.6,1,"True",NA,NA,0.9774189,0.95,70,1.25,1565732790.727,1565732771.487,"practice1",19.2400000095367,"practice"
"488671fd",6,"HOPs",0.5,2.25,0.5,"True",0,760.699000120163,11,"M","25-34","High school diploma or GED","Weekly",58.5,0.4,1,"True",NA,NA,0.9774189,0.95,75,-1,1565733111.626,1565733084.82,"practice2",26.805999994278,"practice"
"8cc4e108",4,"means_only",0.5,2.25,0.5,"True",1,730.74599981308,11,"F","35-44","Bachelor's degree","Monthly or less",60.75,0.873,1,"True",NA,NA,0.9465786,0.5,50,1.25,1565718301.94,1565718283.534,"1",18.4060001373291,"21"
"8cc4e108",4,"means_only",0.5,2.25,0.5,"True",1,730.74599981308,11,"F","35-44","Bachelor's degree","Monthly or less",62,0.964,1,"True",NA,NA,0.9944311,0.5,70,1.25,1565718330.26,1565718309.094,"2",21.1659998893738,"26"
"8cc4e108",4,"means_only",0.5,2.25,0.5,"True",1,730.74599981308,11,"F","35-44","Bachelor's degree","Monthly or less",63.25,0.84,1,"True",NA,NA,0.9200053,0.5,65,1.25,1565718348.674,1565718337.984,"3",10.6900000572205,"19"
"8cc4e108",4,"means_only",0.5,2.25,0.5,"True",1,730.74599981308,11,"F","35-44","Bachelor's degree","Monthly or less",64.5,0.9,1,"True",NA,NA,0.9650368,0.5,60,1.25,1565718367.423,1565718356.705,"4",10.7180001735687,"23"
"8cc4e108",4,"means_only",0.5,2.25,0.5,"True",1,730.74599981308,11,"F","35-44","Bachelor's degree","Monthly or less",64.5,0.641,0,"False",NA,NA,0.6948449,0.5,53,0,1565718386.212,1565718372.928,"5",13.2839999198914,"15"
"8cc4e108",4,"means_only",0.5,2.25,0.5,"True",1,730.74599981308,11,"F","35-44","Bachelor's degree","Monthly or less",65.75,0.893,1,"True",NA,NA,0.960525,0.5,65,1.25,1565718406.995,1565718395.817,"6",11.1779999732971,"22"
"8cc4e108",4,"means_only",0.5,2.25,0.5,"True",1,730.74599981308,11,"F","35-44","Bachelor's degree","Monthly or less",67,0.975,1,"True",NA,NA,0.9972127,0.5,80,1.25,1565718429.148,1565718417.33,"7",11.8180000782013,"27"
"8cc4e108",4,"means_only",0.5,2.25,0.5,"True",1,730.74599981308,11,"F","35-44","Bachelor's degree","Monthly or less",68.25,0.947,1,"True",NA,NA,0.9890494,0.5,80,1.25,1565718443.372,1565718434.546,"8",8.82599997520447,"25"
"8cc4e108",4,"means_only",0.5,2.25,0.5,"True",1,730.74599981308,11,"F","35-44","Bachelor's degree","Monthly or less",70.5,0.548,0,"True",NA,NA,0.5677969,0.5,51,2.25,1565718461.957,1565718450.847,"9",11.1100001335144,"14"
"8cc4e108",4,"means_only",0.5,2.25,0.5,"True",1,730.74599981308,11,"F","35-44","Bachelor's degree","Monthly or less",71.75,0.724,1,"True",NA,NA,0.7997914,0.5,55,1.25,1565718481.228,1565718470.834,"10",10.3939998149872,"16"
"8cc4e108",4,"means_only",0.5,2.25,0.5,"True",1,730.74599981308,11,"F","35-44","Bachelor's degree","Monthly or less",73,0.85,1,"True",NA,NA,0.9287213,0.5,58,1.25,1565718497.714,1565718485.705,"11",12.0090000629425,"20"
"8cc4e108",4,"means_only",0.5,2.25,0.5,"True",1,730.74599981308,11,"F","35-44","Bachelor's degree","Monthly or less",74.25,0.925,1,"True",NA,NA,0.9789172,0.5,65,1.25,1565718518.097,1565718502.643,"12",15.4539999961853,"24"
"8cc4e108",4,"means_only",0.5,2.25,0.5,"True",1,730.74599981308,11,"F","35-44","Bachelor's degree","Monthly or less",75.5,0.794,1,"True",NA,NA,0.8771014,0.5,60,1.25,1565718532.537,1565718523.301,"13",9.23599982261658,"17"
"8cc4e108",4,"means_only",0.5,2.25,0.5,"True",1,730.74599981308,11,"F","35-44","Bachelor's degree","Monthly or less",76.75,0.8,1,"True",NA,NA,0.8830224,0.5,60,1.25,1565718547.056,1565718537.411,"14",9.64499998092651,"18"
"8cc4e108",4,"means_only",0.5,2.25,0.5,"True",1,730.74599981308,11,"F","35-44","Bachelor's degree","Monthly or less",75.75,0.359,1,"True",NA,NA,0.6948449,0.5,52,-1,1565718649.414,1565718629.255,"15",20.1589999198914,"12"
"8cc4e108",4,"means_only",0.5,2.25,0.5,"True",1,730.74599981308,11,"F","35-44","Bachelor's degree","Monthly or less",72.5,0.2,1,"False",NA,NA,0.8830224,0.5,55,-3.25,1565718666.662,1565718656.412,"16",10.25,"9"
"8cc4e108",4,"means_only",0.5,2.25,0.5,"True",1,730.74599981308,11,"F","35-44","Bachelor's degree","Monthly or less",71.5,0.1,1,"True",NA,NA,0.9650368,0.5,60,-1,1565718695.069,1565718674.378,"17",20.6909999847412,"4"
"8cc4e108",4,"means_only",0.5,2.25,0.5,"True",1,730.74599981308,11,"F","35-44","Bachelor's degree","Monthly or less",70.5,0.075,1,"True",NA,NA,0.9789172,0.5,70,-1,1565718710.722,1565718699.271,"18",11.4509999752045,"3"
"8cc4e108",4,"means_only",0.5,2.25,0.5,"True",1,730.74599981308,11,"F","35-44","Bachelor's degree","Monthly or less",69.5,0.16,1,"True",NA,NA,0.9200053,0.5,70,-1,1565718735.417,1565718721.15,"19",14.2669999599457,"8"
"8cc4e108",4,"means_only",0.5,2.25,0.5,"True",1,730.74599981308,11,"F","35-44","Bachelor's degree","Monthly or less",68.5,0.127,1,"True",NA,NA,0.9465786,0.5,70,-1,1565718750.636,1565718740.748,"20",9.88800001144409,"6"
"8cc4e108",4,"means_only",0.5,2.25,0.5,"True",1,730.74599981308,11,"F","35-44","Bachelor's degree","Monthly or less",67.5,0.276,1,"True",NA,NA,0.7997914,0.5,55,-1,1565718765.362,1565718756.561,"21",8.80099987983704,"11"
"8cc4e108",4,"means_only",0.5,2.25,0.5,"True",1,730.74599981308,11,"F","35-44","Bachelor's degree","Monthly or less",66.5,0.15,1,"True",NA,NA,0.9287213,0.5,58,-1,1565718783.165,1565718772.134,"22",11.0309998989105,"7"
"8cc4e108",4,"means_only",0.5,2.25,0.5,"True",1,730.74599981308,11,"F","35-44","Bachelor's degree","Monthly or less",63.25,0.107,1,"False",NA,NA,0.960525,0.5,70,-3.25,1565718798.16,1565718787.939,"23",10.2210001945496,"5"
"8cc4e108",4,"means_only",0.5,2.25,0.5,"True",1,730.74599981308,11,"F","35-44","Bachelor's degree","Monthly or less",60,0.206,1,"False",NA,NA,0.8771014,0.5,55,-3.25,1565718816.571,1565718806.529,"24",10.0420000553131,"10"
"8cc4e108",4,"means_only",0.5,2.25,0.5,"True",1,730.74599981308,11,"F","35-44","Bachelor's degree","Monthly or less",59,0.053,1,"True",NA,NA,0.9890494,0.5,60,-1,1565718833.922,1565718821.75,"25",12.1719999313354,"2"
"8cc4e108",4,"means_only",0.5,2.25,0.5,"True",1,730.74599981308,11,"F","35-44","Bachelor's degree","Monthly or less",58,0.036,1,"True",NA,NA,0.9944311,0.5,60,-1,1565718850.204,1565718838.933,"26",11.2709999084473,"1"
"8cc4e108",4,"means_only",0.5,2.25,0.5,"True",1,730.74599981308,11,"F","35-44","Bachelor's degree","Monthly or less",58,0.452,0,"True",NA,NA,0.5677969,0.5,51,0,1565718865.738,1565718855.252,"27",10.4859998226166,"13"
"8cc4e108",4,"means_only",0.5,2.25,0.5,"True",1,730.74599981308,11,"F","35-44","Bachelor's degree","Monthly or less",57,0.025,1,"True",NA,NA,0.9972127,0.5,60,-1,1565718882.495,1565718871.694,"28",10.800999879837,"0"
"8cc4e108",4,"means_only",0.5,2.25,0.5,"True",1,730.74599981308,11,"F","35-44","Bachelor's degree","Monthly or less",61.75,0.50001,0,"True",0.5,0.5,NA,NA,75,2.25,1565718252.858,1565718239.219,"mock",13.6389999389648,"mock"
"8cc4e108",4,"means_only",0.5,2.25,0.5,"True",1,730.74599981308,11,"F","35-44","Bachelor's degree","Monthly or less",60.75,0.6,1,"True",NA,NA,0.9774189,0.95,60,1.25,1565718275.861,1565718260.942,"practice1",14.9190001487732,"practice"
"8cc4e108",4,"means_only",0.5,2.25,0.5,"True",1,730.74599981308,11,"F","35-44","Bachelor's degree","Monthly or less",58.5,0.4,1,"True",NA,NA,0.9774189,0.95,55,-1,1565718615.655,1565718578.509,"practice2",37.1459999084473,"practice"
"f8ee3dfe",5,"intervals_w_means",0.5,2.25,0.5,"True",5,515.276000022888,11,"F","25-34","Master's degree","Daily",60.75,0.84,1,"True",NA,NA,0.9200053,0.5,55,1.25,1565722556.468,1565722543.438,"1",13.0299999713898,"19"
"f8ee3dfe",5,"intervals_w_means",0.5,2.25,0.5,"True",5,515.276000022888,11,"F","25-34","Master's degree","Daily",62,0.9,1,"True",NA,NA,0.9650368,0.5,75,1.25,1565722572.314,1565722559.362,"2",12.9519999027252,"23"
"f8ee3dfe",5,"intervals_w_means",0.5,2.25,0.5,"True",5,515.276000022888,11,"F","25-34","Master's degree","Daily",64.25,0.8,0,"True",NA,NA,0.8830224,0.5,60,2.25,1565722598.827,1565722575.8,"3",23.0269999504089,"18"
"f8ee3dfe",5,"intervals_w_means",0.5,2.25,0.5,"True",5,515.276000022888,11,"F","25-34","Master's degree","Daily",64.25,0.548,0,"False",NA,NA,0.5677969,0.5,51,0,1565722606.787,1565722601.344,"4",5.44299983978271,"14"
"f8ee3dfe",5,"intervals_w_means",0.5,2.25,0.5,"True",5,515.276000022888,11,"F","25-34","Master's degree","Daily",65.5,0.794,1,"True",NA,NA,0.8771014,0.5,60,1.25,1565722617.571,1565722609.792,"5",7.77900004386902,"17"
"f8ee3dfe",5,"intervals_w_means",0.5,2.25,0.5,"True",5,515.276000022888,11,"F","25-34","Master's degree","Daily",67.75,0.641,0,"True",NA,NA,0.6948449,0.5,55,2.25,1565722626.836,1565722620.545,"6",6.29099988937378,"15"
"f8ee3dfe",5,"intervals_w_means",0.5,2.25,0.5,"True",5,515.276000022888,11,"F","25-34","Master's degree","Daily",69,0.964,1,"True",NA,NA,0.9944311,0.5,80,1.25,1565722636.661,1565722630.298,"7",6.36299991607666,"26"
"f8ee3dfe",5,"intervals_w_means",0.5,2.25,0.5,"True",5,515.276000022888,11,"F","25-34","Master's degree","Daily",70.25,0.85,1,"True",NA,NA,0.9287213,0.5,65,1.25,1565722647.405,1565722639.382,"8",8.02300000190735,"20"
"f8ee3dfe",5,"intervals_w_means",0.5,2.25,0.5,"True",5,515.276000022888,11,"F","25-34","Master's degree","Daily",70.25,0.724,0,"False",NA,NA,0.7997914,0.5,60,0,1565722658.635,1565722650.234,"9",8.40100002288818,"16"
"f8ee3dfe",5,"intervals_w_means",0.5,2.25,0.5,"True",5,515.276000022888,11,"F","25-34","Master's degree","Daily",71.5,0.975,1,"True",NA,NA,0.9972127,0.5,75,1.25,1565722667.561,1565722661.833,"10",5.72800016403198,"27"
"f8ee3dfe",5,"intervals_w_means",0.5,2.25,0.5,"True",5,515.276000022888,11,"F","25-34","Master's degree","Daily",72.75,0.925,1,"True",NA,NA,0.9789172,0.5,74,1.25,1565722675.969,1565722670.062,"11",5.90700006484985,"24"
"f8ee3dfe",5,"intervals_w_means",0.5,2.25,0.5,"True",5,515.276000022888,11,"F","25-34","Master's degree","Daily",74,0.893,1,"True",NA,NA,0.960525,0.5,60,1.25,1565722685.169,1565722678.682,"12",6.48699998855591,"22"
