"workerId","condition","batch","counterbalance","totalBonus","duration","numeracy","bet","bonus","cles","groundTruth","keep","outcome","pay","respTime","sdDiff","startTime","trial","trialDur","trialIdx","win","repaired"
"f2b7e0c3","means_only",5,5,0.905532717102797,765.808000087738,10,1,0.0451918421052632,40,0.228,749.25,"True",753.197368421053,1550066473.246,5,1550066461.921,16,11.3250000476837,13,3.94736842105263,"False"
"f2b7e0c3","means_only",5,5,0.905532717102797,765.808000087738,10,1000,0.0565113122171946,65,0.884,0,"True",941.855203619909,1550066490.573,5,1550066480.982,17,9.59099984169006,17,941.855203619909,"False"
"f2b7e0c3","means_only",5,5,0.905532717102797,765.808000087738,10,1,0.04509,45,0.4,749.25,"True",751.5,1550066510.861,5,1550066494.867,18,15.9939999580383,14,2.25,"False"
"f2b7e0c3","means_only",5,5,0.905532717102797,765.808000087738,10,1000,0,65,0.772,0,"False",0,1550066527.113,5,1550066517.529,19,9.58399987220764,16,0,"False"
"f2b7e0c3","means_only",5,5,0.905532717102797,765.808000087738,10,500,0.0655,55,0.6,375,"True",1091.66666666667,1550066551.736,5,1550066536.118,20,15.6180000305176,15,716.666666666667,"False"
"d35bbc0f","HOPs",5,5,0.924927002010486,227.394000053406,8,80,0.0414,20,0.6,690,"False",690,1550065582.061,1,1550065575.355,1,6.70600008964539,5,0,"False"
"d35bbc0f","HOPs",5,5,0.924927002010486,227.394000053406,8,40,0.0459979274611399,60,0.772,720,"True",766.632124352332,1550065607.736,1,1550065585.652,2,22.0840001106262,6,46.6321243523316,"False"
"d35bbc0f","HOPs",5,5,0.924927002010486,227.394000053406,8,70,0.04185,30,0.4,697.5,"False",697.5,1550065615.939,1,1550065612.374,3,3.56499981880188,4,0,"False"
"d35bbc0f","HOPs",5,5,0.924927002010486,227.394000053406,8,70,0.0461260180995475,30,0.884,697.5,"True",768.766968325792,1550065622.422,1,1550065618.033,4,4.38899993896484,7,71.2669683257919,"False"
"d35bbc0f","HOPs",5,5,0.924927002010486,227.394000053406,8,60,0.0423,40,0.228,705,"False",705,1550065629.959,1,1550065624.316,5,5.64300012588501,3,0,"False"
"d35bbc0f","HOPs",5,5,0.924927002010486,227.394000053406,8,20,0.0452428571428571,80,0.945,735,"True",754.047619047619,1550065635.022,1,1550065631.908,6,3.11400008201599,8,19.047619047619,"False"
"d35bbc0f","HOPs",5,5,0.924927002010486,227.394000053406,8,70,0.04185,30,0.116,697.5,"False",697.5,1550065643.167,1,1550065638.13,7,5.03699994087219,2,0,"False"
"d35bbc0f","HOPs",5,5,0.924927002010486,227.394000053406,8,60,0.0456230769230769,40,0.975,705,"True",760.384615384615,1550065647.997,1,1550065645.133,8,2.86400008201599,9,55.3846153846154,"False"
"d35bbc0f","HOPs",5,5,0.924927002010486,227.394000053406,8,50,0.0893863636363636,50,0.055,712.5,"True",1489.77272727273,1550065652.669,1,1550065649.848,9,2.82099986076355,1,777.272727272727,"False"
"d35bbc0f","HOPs",5,5,0.924927002010486,227.394000053406,8,70,0.04185,30,0.025,697.5,"False",697.5,1550065662.209,5,1550065654.177,10,8.03200006484985,10,0,"False"
"d35bbc0f","HOPs",5,5,0.924927002010486,227.394000053406,8,10,0.04455,90,0.025,742.5,"False",742.5,1550065667.722,1,1550065663.992,11,3.72999978065491,0,0,"False"
"d35bbc0f","HOPs",5,5,0.924927002010486,227.394000053406,8,50,0.045045,50,0.055,750.75,"False",750.75,1550065671.829,5,1550065669.288,12,2.54099988937378,11,0,"False"
"d35bbc0f","HOPs",5,5,0.924927002010486,227.394000053406,8,40,0.0454153846153846,60,0.975,720,"True",756.923076923077,1550065677.165,5,1550065674.469,13,2.69599986076355,19,36.9230769230769,"False"
"d35bbc0f","HOPs",5,5,0.924927002010486,227.394000053406,8,80,0.0414,20,0.116,690,"False",690,1550065689.856,5,1550065679.403,14,10.452999830246,12,0,"False"
"d35bbc0f","HOPs",5,5,0.924927002010486,227.394000053406,8,10,0.0451214285714286,90,0.945,742.5,"True",752.02380952381,1550065696.832,5,1550065692.142,15,4.69000005722046,18,9.52380952380952,"False"
"d35bbc0f","HOPs",5,5,0.924927002010486,227.394000053406,8,40,0.045045,60,0.228,750.75,"True",750.75,1550065704.423,5,1550065698.629,16,5.79400014877319,13,0,"False"
"d35bbc0f","HOPs",5,5,0.924927002010486,227.394000053406,8,70,0.0461260180995475,30,0.884,697.5,"True",768.766968325792,1550065712.146,5,1550065709.942,17,2.2039999961853,17,71.2669683257919,"False"
