"workerId","batch","condition","baseline","award_value","exchange","start_means","total_bonus","duration","numeracy","gender","age","education","chart_use","accountValue","groundTruth","intervene","outcome","pAwardCurrent","pAwardNew","pAwardWith","pAwardWithout","pSup","payoff","respTime","startTime","trial","trialDur","trialIdx"
"02d588a9",3,"HOPs",0.5,2.25,0.2,"False",3,753.074000120163,10,"F","35-44","Master's degree","Monthly or less",89.5,0.889,1,"True",NA,NA,0.9578718,0.5,60,1.25,1567359475.581,1567359467.041,"21",8.54000020027161,"9"
"02d588a9",3,"HOPs",0.5,2.25,0.2,"False",3,753.074000120163,10,"F","35-44","Master's degree","Monthly or less",90.75,0.975,1,"True",NA,NA,0.9972127,0.5,50,1.25,1567359487.3,1567359478.739,"22",8.56099987030029,"14"
"02d588a9",3,"HOPs",0.5,2.25,0.2,"False",3,753.074000120163,10,"F","35-44","Master's degree","Monthly or less",90.75,0.999,0,"False",NA,NA,0.9999938,0.5,30,0,1567359502.877,1567359490.744,"23",12.1330001354218,"15"
"02d588a9",3,"HOPs",0.5,2.25,0.2,"False",3,753.074000120163,10,"F","35-44","Master's degree","Monthly or less",89.75,0.525,1,"False",NA,NA,0.5353322,0.5,50,-1,1567359513.588,1567359506.449,"24",7.13900017738342,"1"
"02d588a9",3,"HOPs",0.5,2.25,0.2,"False",3,753.074000120163,10,"F","35-44","Master's degree","Monthly or less",91,0.843,1,"True",NA,NA,0.9231176,0.5,60,1.25,1567359523.466,1567359516.14,"25",7.32599997520447,"7"
"02d588a9",3,"HOPs",0.5,2.25,0.2,"False",3,753.074000120163,10,"F","35-44","Master's degree","Monthly or less",92.25,0.9,1,"True",NA,NA,0.9650368,0.5,60,1.25,1567359536.366,1567359528.204,"26",8.16199994087219,"10"
"02d588a9",3,"HOPs",0.5,2.25,0.2,"False",3,753.074000120163,10,"F","35-44","Master's degree","Monthly or less",91.25,0.8,1,"False",NA,NA,0.8830224,0.5,70,-1,1567359559.139,1567359541.787,"27",17.3519999980927,"5"
"02d588a9",3,"HOPs",0.5,2.25,0.2,"False",3,753.074000120163,10,"F","35-44","Master's degree","Monthly or less",92.5,0.922,1,"True",NA,NA,0.9778051,0.5,50,1.25,1567359572.927,1567359563.689,"28",9.23800015449524,"11"
"02d588a9",3,"HOPs",0.5,2.25,0.2,"False",3,753.074000120163,10,"F","35-44","Master's degree","Monthly or less",94.75,0.84,0,"True",NA,NA,0.9200053,0.5,30,2.25,1567359591.699,1567359575.825,"29",15.8739998340607,"6"
"02d588a9",3,"HOPs",0.5,2.25,0.2,"False",3,753.074000120163,10,"F","35-44","Master's degree","Monthly or less",96,0.784,1,"True",NA,NA,0.8665552,0.5,60,1.25,1567359606.709,1567359594.798,"30",11.9110000133514,"4"
"02d588a9",3,"HOPs",0.5,2.25,0.2,"False",3,753.074000120163,10,"F","35-44","Master's degree","Monthly or less",65.25,0.5,0,"False",0.5,0.5,NA,NA,40,-2.25,1567358991.423,1567358978.116,"mock",13.3070001602173,"mock"
"02d588a9",3,"HOPs",0.5,2.25,0.2,"False",3,753.074000120163,10,"F","35-44","Master's degree","Monthly or less",68.75,0.999,1,"True",NA,NA,0.9999938,0.5,50,1.25,1567359035.425,1567359004.854,"practice1",30.5709998607635,"practice"
"02d588a9",3,"HOPs",0.5,2.25,0.2,"False",3,753.074000120163,10,"F","35-44","Master's degree","Monthly or less",68.75,0.999,1,"True",NA,NA,0.9999938,0.5,60,1.25,1567359383.921,1567359339.754,"practice2",44.1670000553131,"practice"
"759fb146",2,"intervals",0.5,2.25,0.2,"True",3,760.859000205994,9,"M","25-34","Bachelor's degree","Weekly",66.5,0.843,1,"False",NA,NA,0.9231176,0.5,65,-1,1567283949.07,1567283906.167,"1",42.9029998779297,"7"
"759fb146",2,"intervals",0.5,2.25,0.2,"True",3,760.859000205994,9,"M","25-34","Bachelor's degree","Weekly",68.75,0.784,0,"True",NA,NA,0.8665552,0.5,60,2.25,1567283973.735,1567283958.833,"2",14.9019999504089,"4"
"759fb146",2,"intervals",0.5,2.25,0.2,"True",3,760.859000205994,9,"M","25-34","Bachelor's degree","Weekly",71,0.84,0,"True",NA,NA,0.9200053,0.5,55,2.25,1567283997.369,1567283990.337,"3",7.03200006484985,"6"
"759fb146",2,"intervals",0.5,2.25,0.2,"True",3,760.859000205994,9,"M","25-34","Bachelor's degree","Weekly",72.25,0.946,1,"True",NA,NA,0.9886527,0.5,70,1.25,1567284031.871,1567284001.968,"4",29.9030001163483,"12"
"759fb146",2,"intervals",0.5,2.25,0.2,"True",3,760.859000205994,9,"M","25-34","Bachelor's degree","Weekly",74.5,0.525,0,"True",NA,NA,0.5353322,0.5,50,2.25,1567284046.074,1567284040.778,"5",5.29599976539612,"1"
"759fb146",2,"intervals",0.5,2.25,0.2,"True",3,760.859000205994,9,"M","25-34","Bachelor's degree","Weekly",76.75,0.922,0,"True",NA,NA,0.9778051,0.5,70,2.25,1567284059.054,1567284051.247,"6",7.80699992179871,"11"
"759fb146",2,"intervals",0.5,2.25,0.2,"True",3,760.859000205994,9,"M","25-34","Bachelor's degree","Weekly",76.75,0.889,0,"False",NA,NA,0.9578718,0.5,65,0,1567284076.328,1567284063.967,"7",12.3610000610352,"9"
