"workerId","batch","n_trials","n_data_conds","condition","baseline","es_threshold","start_means","award_value","starting_value","exchange","cutoff","max_bonus","total_bonus","duration","numeracy","gender","age","education","chart_use","difficulties","accountValue","groundTruth","intervene","outcome","pAwardWith","pAwardWithout","pSup","payoff","respTime","sdDiff","startTime","trial","trialDur","trialIdx"
"a9717db2",3,34,18,"intervals",0.5,0.9,"False",3.17,107.78,0.08,150,3,1.04,597.161999940872,9,"M","25-34","High school diploma or GED","Monthly or less","everything was fine.",151.33,0.5,0,"True",0.5,0.5,50,3.17,1569959253.868,5,1569959250.083,"26",3.78500008583069,"0"
"a9717db2",3,34,18,"intervals",0.5,0.9,"False",3.17,107.78,0.08,150,3,1.04,597.161999940872,9,"M","25-34","High school diploma or GED","Monthly or less","everything was fine.",151.33,0.55,0,"False",0.57053,0.5,50,0,1569959260.013,5,1569959256.221,"27",3.79200005531311,"1"
"a9717db2",3,34,18,"intervals",0.5,0.9,"False",3.17,107.78,0.08,150,3,1.04,597.161999940872,9,"M","25-34","High school diploma or GED","Monthly or less","everything was fine.",154.5,0.849,0,"True",0.92787,0.5,70,3.17,1569959270.259,15,1569959262.348,"28",7.91100001335144,"14"
"a9717db2",3,34,18,"intervals",0.5,0.9,"False",3.17,107.78,0.08,150,3,1.04,597.161999940872,9,"M","25-34","High school diploma or GED","Monthly or less","everything was fine.",154.5,0.912,0,"False",0.97206,0.5,70,0,1569959279.306,15,1569959272.491,"29",6.81500005722046,"15"
"a9717db2",3,34,18,"intervals",0.5,0.9,"False",3.17,107.78,0.08,150,3,1.04,597.161999940872,9,"M","25-34","High school diploma or GED","Monthly or less","everything was fine.",156.67,0.95,1,"True",0.99,0.5,90,2.17,1569959287.683,15,1569959281.615,"30",6.06800007820129,"16"
"a9717db2",3,34,18,"intervals",0.5,0.9,"False",3.17,107.78,0.08,150,3,1.04,597.161999940872,9,"M","25-34","High school diploma or GED","Monthly or less","everything was fine.",156.67,0.721,0,"False",0.79653,0.5,40,0,1569959294.116,15,1569959290.084,"31",4.03199982643127,"12"
"a9717db2",3,34,18,"intervals",0.5,0.9,"False",3.17,107.78,0.08,150,3,1.04,597.161999940872,9,"M","25-34","High school diploma or GED","Monthly or less","everything was fine.",159.84,0.849,0,"True",0.92787,0.5,60,3.17,1569959303.17,5,1569959296.325,"32",6.84500002861023,"6"
"a9717db2",3,34,18,"intervals",0.5,0.9,"False",3.17,107.78,0.08,150,3,1.04,597.161999940872,9,"M","25-34","High school diploma or GED","Monthly or less","everything was fine.",163.01,0.611,0,"True",0.65464,0.5,40,3.17,1569959311.006,15,1569959305.959,"33",5.04699993133545,"10"
"a9717db2",3,34,18,"intervals",0.5,0.9,"False",3.17,107.78,0.08,150,3,1.04,597.161999940872,9,"M","25-34","High school diploma or GED","Monthly or less","everything was fine.",163.01,0.668,0,"False",0.73088,0.5,50,0,1569959317.754,15,1569959313.196,"34",4.55799984931946,"11"
"a9717db2",3,34,18,"intervals",0.5,0.9,"False",3.17,107.78,0.08,150,3,1.04,597.161999940872,9,"M","25-34","High school diploma or GED","Monthly or less","everything was fine.",110.95,0.5,0,"True",0.5,0.5,10,3.17,1569958845.328,5,1569958817.503,"mock",27.8250000476837,"mock"
"a9717db2",3,34,18,"intervals",0.5,0.9,"False",3.17,107.78,0.08,150,3,1.04,597.161999940872,9,"M","25-34","High school diploma or GED","Monthly or less","everything was fine.",109.95,0.999,1,"True",0.9999938,0.5,100,2.17,1569958896.626,15,1569958856.147,"practice1",40.4789998531342,"practice"
"a9717db2",3,34,18,"intervals",0.5,0.9,"False",3.17,107.78,0.08,150,3,1.04,597.161999940872,9,"M","25-34","High school diploma or GED","Monthly or less","everything was fine.",109.95,0.999,1,"True",0.9999938,0.5,100,2.17,1569959160.683,15,1569959137.241,"practice2",23.4420001506805,"practice"
"21557a1c",4,34,18,"HOPs",0.5,0.9,"False",3.17,107.78,0.08,150,3,0.75,996.167999982834,1,"F","25-34","Bachelor's degree","Weekly","No its very easy to complete",109.95,0.95,1,"True",0.99,0.5,79,2.17,1569965772.023,15,1569965755.435,"1",16.5880000591278,"16"
"21557a1c",4,34,18,"HOPs",0.5,0.9,"False",3.17,107.78,0.08,150,3,0.75,996.167999982834,1,"F","25-34","Bachelor's degree","Weekly","No its very easy to complete",108.95,0.721,1,"False",0.79653,0.5,89,-1,1569965794.437,5,1569965781.811,"2",12.6259999275208,"4"
"21557a1c",4,34,18,"HOPs",0.5,0.9,"False",3.17,107.78,0.08,150,3,0.75,996.167999982834,1,"F","25-34","Bachelor's degree","Weekly","No its very easy to complete",111.12,0.849,1,"True",0.92787,0.5,80,2.17,1569965815.382,5,1569965806.93,"3",8.45199990272522,"6"
"21557a1c",4,34,18,"HOPs",0.5,0.9,"False",3.17,107.78,0.08,150,3,0.75,996.167999982834,1,"F","25-34","Bachelor's degree","Weekly","No its very easy to complete",113.29,0.668,1,"True",0.73088,0.5,81,2.17,1569965838.744,15,1569965826.755,"4",11.9889998435974,"11"
"21557a1c",4,34,18,"HOPs",0.5,0.9,"False",3.17,107.78,0.08,150,3,0.75,996.167999982834,1,"F","25-34","Bachelor's degree","Weekly","No its very easy to complete",115.46,0.611,1,"True",0.65464,0.5,83,2.17,1569965863.02,15,1569965852.974,"5",10.0460000038147,"10"
"21557a1c",4,34,18,"HOPs",0.5,0.9,"False",3.17,107.78,0.08,150,3,0.75,996.167999982834,1,"F","25-34","Bachelor's degree","Weekly","No its very easy to complete",117.63,0.611,1,"True",0.65464,0.5,80,2.17,1569965884.887,5,1569965873.421,"6",11.4660000801086,"2"
"21557a1c",4,34,18,"HOPs",0.5,0.9,"False",3.17,107.78,0.08,150,3,0.75,996.167999982834,1,"F","25-34","Bachelor's degree","Weekly","No its very easy to complete",119.8,0.754,1,"True",0.83415,0.5,81,2.17,1569965916.798,15,1569965892.852,"7",23.9460000991821,"13"
"21557a1c",4,34,18,"HOPs",0.5,0.9,"False",3.17,107.78,0.08,150,3,0.75,996.167999982834,1,"F","25-34","Bachelor's degree","Weekly","No its very easy to complete",121.97,0.55,1,"True",0.57053,0.5,82,2.17,1569965938.894,5,1569965931.743,"8",7.15100002288818,"1"
"21557a1c",4,34,18,"HOPs",0.5,0.9,"False",3.17,107.78,0.08,150,3,0.75,996.167999982834,1,"F","25-34","Bachelor's degree","Weekly","No its very easy to complete",120.97,0.5,1,"False",0.5,0.5,80,-1,1569965959.377,5,1569965948.406,"9",10.9710001945496,"0"
"21557a1c",4,34,18,"HOPs",0.5,0.9,"False",3.17,107.78,0.08,150,3,0.75,996.167999982834,1,"F","25-34","Bachelor's degree","Weekly","No its very easy to complete",123.14,0.55,1,"True",0.57053,0.5,81,2.17,1569965978.399,15,1569965967.393,"10",11.0060000419617,"9"
"21557a1c",4,34,18,"HOPs",0.5,0.9,"False",3.17,107.78,0.08,150,3,0.75,996.167999982834,1,"F","25-34","Bachelor's degree","Weekly","No its very easy to complete",125.31,0.912,1,"True",0.97206,0.5,85,2.17,1569965992.171,5,1569965985.4,"11",6.77099990844727,"7"
"21557a1c",4,34,18,"HOPs",0.5,0.9,"False",3.17,107.78,0.08,150,3,0.75,996.167999982834,1,"F","25-34","Bachelor's degree","Weekly","No its very easy to complete",124.31,0.754,1,"False",0.83415,0.5,83,-1,1569966008.046,5,1569966000.171,"12",7.875,"5"
"21557a1c",4,34,18,"HOPs",0.5,0.9,"False",3.17,107.78,0.08,150,3,0.75,996.167999982834,1,"F","25-34","Bachelor's degree","Weekly","No its very easy to complete",123.31,0.849,1,"False",0.92787,0.5,86,-1,1569966024.987,15,1569966015.058,"13",9.92899990081787,"14"
"21557a1c",4,34,18,"HOPs",0.5,0.9,"False",3.17,107.78,0.08,150,3,0.75,996.167999982834,1,"F","25-34","Bachelor's degree","Weekly","No its very easy to complete",125.48,0.95,1,"True",0.99,0.5,82,2.17,1569966047.563,5,1569966036.987,"14",10.5759999752045,"8"
"21557a1c",4,34,18,"HOPs",0.5,0.9,"False",3.17,107.78,0.08,150,3,0.75,996.167999982834,1,"F","25-34","Bachelor's degree","Weekly","No its very easy to complete",127.65,0.668,1,"True",0.73088,0.5,83,2.17,1569966063.664,5,1569966055.983,"15",7.68099999427795,"3"
"21557a1c",4,34,18,"HOPs",0.5,0.9,"False",3.17,107.78,0.08,150,3,0.75,996.167999982834,1,"F","25-34","Bachelor's degree","Weekly","No its very easy to complete",129.82,0.721,1,"True",0.79653,0.5,81,2.17,1569966082.282,15,1569966073.378,"16",8.90400004386902,"12"
"21557a1c",4,34,18,"HOPs",0.5,0.9,"False",3.17,107.78,0.08,150,3,0.75,996.167999982834,1,"F","25-34","Bachelor's degree","Weekly","No its very easy to complete",131.99,0.912,1,"True",0.97206,0.5,83,2.17,1569966098.483,15,1569966090.426,"17",8.05699992179871,"15"
